key,0
#,
offset,0
int32,str
0,
1,
2,
3,觀測到即將發生大規模磁暴天氣的徵兆。<hex:02100103>預報時間內使用設備時請務必注意安全。
4,觀測到可能墜落在憧憬灣的小型隕石群！<hex:02100103>高風險時間已經確定，請室外的工作人員保持警惕。
5,大範圍月面菌床的狀態顯示空中即將發生孢子霧。<hex:02100103>菌床可能出現變異，請勿隨意靠近陌生菌類。
6,不使用
7,不使用
8,不使用
9,緊急情況：磁暴
10,緊急情況：流星雨
11,緊急情況：孢子霧
12,緊急狀況：雷雨
13,緊急狀況：寒冷氣流
14,緊急狀況：玻璃雨
15,前往刻木匠、製革匠、煉金術士的任務地
16,前往雕金匠、裁衣匠的任務地
17,前往雕金匠、裁衣匠、園藝師的任務地
18,前往鍛造師、煉金術士、採礦工的任務地
19,前往烹飪師、採礦工、捕魚人的任務地
20,前往鍛造師、製革匠、園藝師的任務地
21,前往刻木匠、園藝師的任務地
22,前往鑄甲匠、烹飪師、捕魚人的任務地
23,前往刻木匠、鑄甲匠、製革匠的任務地
24,前往烹飪師、捕魚人的任務地
25,前往鑄甲匠、雕金匠、採礦工的任務地
26,前往鍛造師、裁衣匠、煉金術士的任務地
27,要前往刻木匠、製革匠、煉金術士的<hex:02100103>緊急任務地嗎？
28,要前往雕金匠、裁衣匠的<hex:02100103>緊急任務地嗎？
29,要前往雕金匠、裁衣匠、園藝師的<hex:02100103>緊急任務地嗎？
30,要前往鍛造師、煉金術士、採礦工的<hex:02100103>緊急任務地嗎？
31,要前往烹飪師、採礦工、捕魚人的<hex:02100103>緊急任務地嗎？
32,要前往鍛造師、製革匠、園藝師的<hex:02100103>緊急任務地嗎？
33,要前往刻木匠、園藝師的<hex:02100103>緊急任務地嗎？
34,要前往鑄甲匠、烹飪師、捕魚人的<hex:02100103>緊急任務地嗎？
35,要前往刻木匠、鑄甲匠、製革匠的<hex:02100103>緊急任務地嗎？
36,要前往烹飪師、捕魚人的<hex:02100103>緊急任務地嗎？
37,要前往鑄甲匠、雕金匠、採礦工的<hex:02100103>緊急任務地嗎？
38,要前往鍛造師、裁衣匠、煉金術士的<hex:02100103>緊急任務地嗎？
