key,0
#,
offset,0
int32,str
0,完成1次探索任務
1,完成3種探索任務
2,獲得1次探索任務的金星獎勵
3,完成1次緊急探索任務
4,完成1次機甲行動
5,挑戰1次宇宙好運道
6,完成10次月球探索任務
7,完成50次月球探索任務
8,完成100次月球探索任務
9,完成500次月球探索任務
10,完成10種月球探索任務
11,完成50種月球探索任務
12,完成100種月球探索任務
13,獲得10種月球探索任務的金星獎勵
14,獲得50種月球探索任務的金星獎勵
15,獲得100種月球探索任務的金星獎勵
16,完成1次月球的緊急探索任務
17,完成10次月球的緊急探索任務
18,完成30次月球的緊急探索任務
19,以駕駛員身份參加並完成1次月球的機甲行動
20,以駕駛員身份參加並完成5次月球的機甲行動
21,以駕駛員身份參加並完成10次月球的機甲行動
22,以協助員身份參加並完成5次月球的機甲行動
23,以協助員身份參加並完成20次月球的機甲行動
24,以協助員身份參加並完成50次月球的機甲行動
25,解鎖刻木匠的月球C類探索任務
26,解鎖刻木匠的月球B類探索任務
27,解鎖刻木匠的月球A類探索任務
28,解鎖鍛鐵匠的月球C類探索任務
29,解鎖鍛鐵匠的月球B類探索任務
30,解鎖鍛鐵匠的月球A類探索任務
31,解鎖鑄甲匠的月球C類探索任務
32,解鎖鑄甲匠的月球B類探索任務
33,解鎖鑄甲匠的月球A類探索任務
34,解鎖雕金匠的月球C類探索任務
35,解鎖雕金匠的月球B類探索任務
36,解鎖雕金匠的月球A類探索任務
37,解鎖製革匠的月球C類探索任務
38,解鎖製革匠的月球B類探索任務
39,解鎖製革匠的月球A類探索任務
40,解鎖裁衣匠的月球C類探索任務
41,解鎖裁衣匠的月球B類探索任務
42,解鎖裁衣匠的月球A類探索任務
43,解鎖煉金術士的月球C類探索任務
44,解鎖煉金術士的月球B類探索任務
45,解鎖煉金術士的月球A類探索任務
46,解鎖烹調師的月球C類探索任務
47,解鎖烹調師的月球B類探索任務
48,解鎖烹調師的月球A類探索任務
49,解鎖園藝工的月球C類探索任務
50,解鎖園藝工的月球B類探索任務
51,解鎖園藝工的月球A類探索任務
52,解鎖採礦工的月球C類探索任務
53,解鎖採礦工的月球B類探索任務
54,解鎖採礦工的月球A類探索任務
55,解鎖捕魚人的月球C類探索任務
56,解鎖捕魚人的月球B類探索任務
57,解鎖捕魚人的月球A類探索任務
58,挑戰5次月球的宇宙好運道
59,挑戰30次月球的宇宙好運道
60,挑戰100次月球的宇宙好運道
61,完成5種月球的緊急探索任務
62,完成15種月球的緊急探索任務
63,完成33種月球的緊急探索任務
64,達成10次帕恩納星的宇宙任務
65,達成50次帕恩納星的宇宙任務
66,達成100次帕恩納星的宇宙任務
67,達成500次帕恩納星的宇宙任務
68,達成10種帕恩納星的宇宙任務
69,達成50種帕恩納星的宇宙任務
70,達成100種帕恩納星的宇宙任務
71,在10種帕恩納星的宇宙任務中獲得黃金等級
72,在50種帕恩納星的宇宙任務中獲得黃金等級
73,在100種帕恩納星的宇宙任務中獲得黃金等級
74,達成1次帕恩納星的緊急任務
75,達成10次帕恩納星的緊急任務
76,達成30次帕恩納星的緊急任務
77,作為駕駛員參加帕恩納星的機械行動並達成1次
78,作為駕駛員參加帕恩納星的機械行動並達成5次
79,作為駕駛員參加帕恩納星的機械行動並達成10次
80,作為支援者參加帕恩納星的機械行動並達成5次
81,作為支援者參加帕恩納星的機械行動並達成20次
82,作為支援者參加帕恩納星的機械行動並達成50次
83,在帕恩納星達成5種刻木匠任務
84,在帕恩納星達成10種刻木匠任務
85,在帕恩納星達成15種刻木匠任務
86,在帕恩納星達成5種鍛造師任務
87,在帕恩納星達成10種鍛造師任務
88,在帕恩納星達成15種鍛造師任務
89,在帕恩納星達成5種鑄甲匠任務
90,在帕恩納星達成10種鑄甲匠任務
91,在帕恩納星達成15種鑄甲匠任務
92,在帕恩納星達成5種雕金匠任務
93,在帕恩納星達成10種雕金匠任務
94,在帕恩納星達成15種雕金匠任務
95,在帕恩納星達成5種製革匠任務
96,在帕恩納星達成10種製革匠任務
97,在帕恩納星達成15種製革匠任務
98,在帕恩納星達成5種裁衣匠任務
99,在帕恩納星達成10種裁衣匠任務
100,在帕恩納星達成15種裁衣匠任務
101,在帕恩納星達成5種煉金術士任務
102,在帕恩納星達成10種煉金術士任務
103,在帕恩納星達成15種煉金術士任務
104,在帕恩納星達成5種烹飪師任務
105,在帕恩納星達成10種烹飪師任務
106,在帕恩納星達成15種烹飪師任務
107,在帕恩納星達成5種園藝師任務
108,在帕恩納星達成10種園藝師任務
109,在帕恩納星達成15種園藝師任務
110,在帕恩納星達成5種採礦工任務
111,在帕恩納星達成10種採礦工任務
112,在帕恩納星達成15種採礦工任務
113,在帕恩納星達成5種捕魚人任務
114,在帕恩納星達成10種捕魚人任務
115,在帕恩納星達成15種捕魚人任務
116,挑戰5次帕恩納星的宇宙命運
117,挑戰30次帕恩納星的宇宙命運
118,挑戰100次帕恩納星的宇宙命運
119,達成5種帕恩納星的緊急任務
120,達成15種帕恩納星的緊急任務
121,達成33種帕恩納星的緊急任務
