key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGMI108_05371_SEQ_00,雷諾德記憶館的雅·修特拉，似乎想前往主終端區。
1,TEXT_KINGMI108_05371_SEQ_01,和雅·修特拉進行了對話。在生命記憶園的主終端區前和「烏克拉瑪特」對話吧。
2,TEXT_KINGMI108_05371_SEQ_02,和同伴們對話後，堅定了與卡琉克斯戰鬥的決心。為了前往卡琉克斯指定的地點，攻略「永久幽界 主終端區」吧。<hex:02100103><hex:02100103>※和進入地點附近的同伴們對話選擇「編成小隊進入」或是在主命令中選擇「任務輔助器」，就可以和同伴NPC們一起攻略。<hex:02100103>※如果是玩家之間組隊攻略，請從任務搜尋器參加攻略。
3,TEXT_KINGMI108_05371_SEQ_03,打倒了卡琉克斯製造的臨時永久人，確保了前往主終端區上層區的道路。為了做個了結，前往上層區吧。<hex:02100103>如果中途離開，可以從主終端區前的入口再次進入。
4,TEXT_KINGMI108_05371_SEQ_04,卡琉克斯利用亞歷山德里亞人民的恐懼，召喚了蠻神。戰勝對死亡的恐懼，討伐「永恆之暗」吧。<hex:02100103>如果中途離開，可以從主終端區前的入口再次進入。<hex:02100103><hex:02100103>※和進入地點附近的同伴們對話選擇「編成小隊進入」或是在主命令中選擇「任務輔助器」，就可以和同伴NPC們一起攻略。<hex:02100103>※如果是玩家之間組隊攻略，請從任務搜尋器參加攻略。
5,TEXT_KINGMI108_05371_SEQ_05,討伐了永恆之暗。粉碎了卡琉克斯的野心，和同伴們一起回到生命記憶園吧。
6,TEXT_KINGMI108_05371_SEQ_06,打倒了復活的永恆之暗，與卡琉克斯做了了結。在主終端區前和「阿爾菲諾」對話吧。
7,TEXT_KINGMI108_05371_SEQ_07,阿爾菲諾似乎已經對烏克拉瑪特進行了急救。為了確認亞歷山德里亞的受災情況，在遺產區外圈和「斯菲恩」對話吧。
8,TEXT_KINGMI108_05371_SEQ_08,現在，受蠻神影響的人也可以通過波可西進行治療了。和感到安心的斯菲恩一起，確認亞歷山德里亞的情況吧。
9,TEXT_KINGMI108_05371_SEQ_09,
10,TEXT_KINGMI108_05371_SEQ_10,
11,TEXT_KINGMI108_05371_SEQ_11,
12,TEXT_KINGMI108_05371_SEQ_12,
13,TEXT_KINGMI108_05371_SEQ_13,
14,TEXT_KINGMI108_05371_SEQ_14,
15,TEXT_KINGMI108_05371_SEQ_15,
16,TEXT_KINGMI108_05371_SEQ_16,
17,TEXT_KINGMI108_05371_SEQ_17,
18,TEXT_KINGMI108_05371_SEQ_18,
19,TEXT_KINGMI108_05371_SEQ_19,
20,TEXT_KINGMI108_05371_SEQ_20,
21,TEXT_KINGMI108_05371_SEQ_21,
22,TEXT_KINGMI108_05371_SEQ_22,
23,TEXT_KINGMI108_05371_SEQ_23,
24,TEXT_KINGMI108_05371_TODO_00,和烏克拉瑪特對話
25,TEXT_KINGMI108_05371_TODO_01,攻略「永久幽界 主終端區」
26,TEXT_KINGMI108_05371_TODO_02,攻略「永久幽界 主終端區」
27,TEXT_KINGMI108_05371_TODO_03,討伐「永恆之暗」
28,TEXT_KINGMI108_05371_TODO_04,討伐「永恆之暗」
29,TEXT_KINGMI108_05371_TODO_05,和阿爾菲諾對話
30,TEXT_KINGMI108_05371_TODO_06,和外圈的斯菲恩對話
31,TEXT_KINGMI108_05371_TODO_07,
32,TEXT_KINGMI108_05371_TODO_08,
33,TEXT_KINGMI108_05371_TODO_09,
34,TEXT_KINGMI108_05371_TODO_10,
35,TEXT_KINGMI108_05371_TODO_11,
36,TEXT_KINGMI108_05371_TODO_12,
37,TEXT_KINGMI108_05371_TODO_13,
38,TEXT_KINGMI108_05371_TODO_14,
39,TEXT_KINGMI108_05371_TODO_15,
40,TEXT_KINGMI108_05371_TODO_16,
41,TEXT_KINGMI108_05371_TODO_17,
42,TEXT_KINGMI108_05371_TODO_18,
43,TEXT_KINGMI108_05371_TODO_19,
44,TEXT_KINGMI108_05371_TODO_20,
45,TEXT_KINGMI108_05371_TODO_21,
46,TEXT_KINGMI108_05371_TODO_22,
47,TEXT_KINGMI108_05371_TODO_23,
48,TEXT_KINGMI108_05371_ALPHINAUD_000_001,終於匯合了。<hex:02100103>為了以防萬一，我準備了一些東西，<hex:02100103>所以才分開行動了一段時間。
49,TEXT_KINGMI108_05371_ALISAIE_000_005,我這邊準備萬全。<hex:02100103>上次在天深之穴只能等待，<hex:02100103>這次我要盡情地大幹一場！
50,TEXT_KINGMI108_05371_GRAHATIA_000_010,我們各自奔波了很久，<hex:02100103>像這樣重新聚在一起是久違了吧？<hex:02100103>……嗯，大家還是很可靠！
51,TEXT_KINGMI108_05371_KRILE_000_015,來到這裡，總會讓我回想起，<hex:02100103>父母給予我的勇氣……。
52,TEXT_KINGMI108_05371_WUKLAMAT_000_020,管理天深之穴的科納大哥，<hex:02100103>阿爾菲諾和愛麗絲已經向他說明了情況。<hex:02100103>他說「務必小心」！
53,TEXT_KINGMI108_05371_ORIGINALSPHENE_000_025,我在這裡醒來時，雖然立刻就失去了意識，<hex:02100103>但這裡的寂靜是如此溫柔，讓人忍不住想哭……。
54,TEXT_KINGMI108_05371_YSHTOLA_000_030,……好了，大家到齊了，<hex:02100103>我們該出發了。
55,TEXT_KINGMI108_05371_YSHTOLA_000_031,去主終端區……他一定在那裡等著我們。
56,TEXT_KINGMI108_05371_ALPHINAUD_000_035,卡琉克斯就在這上面的上層區……。<hex:02100103>我自認已經理解了他的目標，<hex:02100103>但我也希望能親耳聽聽他為何追求這個目標。
57,TEXT_KINGMI108_05371_ALISAIE_000_040,這個主終端區，<hex:02100103>也保存了前任國王的記憶吧。
58,TEXT_KINGMI108_05371_ALISAIE_000_041,為了不再當一個仁慈的國王，為了成為冷酷的系統，<hex:02100103>他最後親手抹去了自己的記憶……。<hex:02100103>但那些被創造出來的永久人，他們所擁有的情感都是真實的。
59,TEXT_KINGMI108_05371_GRAHATIA_000_045,當我們關閉各個區的終端時，<hex:02100103>我們親眼看著永久人消失了。<hex:02100103>我認為那不是虛假的。
60,TEXT_KINGMI108_05371_GRAHATIA_000_046,但對於主終端區……<hex:02100103>當我們從記憶領域出來時，它就已經停止了運轉。
61,TEXT_KINGMI108_05371_GRAHATIA_000_047,雖然不甘心，但我認為他有足夠的時間偽裝。<hex:02100103>所以這一次……讓我們親手做個了結吧。
62,TEXT_KINGMI108_05371_KRILE_000_050,終端的內部竟然是人可以進入的結構。<hex:02100103>仔細想想，這是創造永久人的大型裝置……<hex:02100103>為了人工檢修，設計成這樣也很正常。
63,TEXT_KINGMI108_05371_ORIGINALSPHENE_000_055,我不太記得在這裡醒來時的情景了。<hex:02100103>當時還有麻痺感，眼睛也看不清楚……。
64,TEXT_KINGMI108_05371_YSHTOLA_000_060,在生命記憶園，<hex:02100103>滯留著第九世界濃厚的雷屬性乙太。<hex:02100103>想必是利用這些乙太來驅動終端的吧。
