key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGMI104_05367_SEQ_00,空之坑道據點的謝爾，似乎已經調整好了心情。
1,TEXT_KINGMI104_05367_SEQ_01,
2,TEXT_KINGMI104_05367_SEQ_02,
3,TEXT_KINGMI104_05367_SEQ_03,
4,TEXT_KINGMI104_05367_SEQ_04,
5,TEXT_KINGMI104_05367_SEQ_05,
6,TEXT_KINGMI104_05367_SEQ_06,
7,TEXT_KINGMI104_05367_SEQ_07,
8,TEXT_KINGMI104_05367_SEQ_08,
9,TEXT_KINGMI104_05367_SEQ_09,
10,TEXT_KINGMI104_05367_SEQ_10,
11,TEXT_KINGMI104_05367_SEQ_11,
12,TEXT_KINGMI104_05367_SEQ_12,
13,TEXT_KINGMI104_05367_SEQ_13,
14,TEXT_KINGMI104_05367_SEQ_14,
15,TEXT_KINGMI104_05367_SEQ_15,
16,TEXT_KINGMI104_05367_SEQ_16,
17,TEXT_KINGMI104_05367_SEQ_17,
18,TEXT_KINGMI104_05367_SEQ_18,
19,TEXT_KINGMI104_05367_SEQ_19,
20,TEXT_KINGMI104_05367_SEQ_20,
21,TEXT_KINGMI104_05367_SEQ_21,
22,TEXT_KINGMI104_05367_SEQ_22,
23,TEXT_KINGMI104_05367_SEQ_23,
24,TEXT_KINGMI104_05367_TODO_00,和郊區的斯菲恩對話
25,TEXT_KINGMI104_05367_TODO_01,和郊區的居民對話
26,TEXT_KINGMI104_05367_TODO_02,和斯菲恩對話
27,TEXT_KINGMI104_05367_TODO_03,和斯菲恩對話
28,TEXT_KINGMI104_05367_TODO_04,再次和斯菲恩對話
29,TEXT_KINGMI104_05367_TODO_05,
30,TEXT_KINGMI104_05367_TODO_06,
31,TEXT_KINGMI104_05367_TODO_07,
32,TEXT_KINGMI104_05367_TODO_08,
33,TEXT_KINGMI104_05367_TODO_09,
34,TEXT_KINGMI104_05367_TODO_10,
35,TEXT_KINGMI104_05367_TODO_11,
36,TEXT_KINGMI104_05367_TODO_12,
37,TEXT_KINGMI104_05367_TODO_13,
38,TEXT_KINGMI104_05367_TODO_14,
39,TEXT_KINGMI104_05367_TODO_15,
40,TEXT_KINGMI104_05367_TODO_16,
41,TEXT_KINGMI104_05367_TODO_17,
42,TEXT_KINGMI104_05367_TODO_18,
43,TEXT_KINGMI104_05367_TODO_19,
44,TEXT_KINGMI104_05367_TODO_20,
45,TEXT_KINGMI104_05367_TODO_21,
46,TEXT_KINGMI104_05367_TODO_22,
47,TEXT_KINGMI104_05367_TODO_23,
48,TEXT_KINGMI104_05367_SHALE_000_001,……好。<hex:02100103>接下來，繼續調查卡琉克斯的潛伏地點。
49,TEXT_KINGMI104_05367_SHALE_000_002,說實話，關於如何定位他的位置，<hex:02100103>我已經有了一些想法。<hex:02100103>雖然不實際操作一次，也不知道有沒有效……。
50,TEXT_KINGMI104_05367_SHALE_000_003,等我們回到機房，<hex:02100103>可能需要麻煩可露兒女士一陣子。
51,TEXT_KINGMI104_05367_SHALE_000_004,她的雙親，正是脫離保全院、<hex:02100103>創立忘斷軍的最初的反抗者。<hex:02100103>他們留下的線索，一定還有跡可循。
52,TEXT_KINGMI104_05367_SHALE_000_005,你接下來打算做什麼？
53,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_006,（-斯菲恩-）<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>，能聽到嗎……？<hex:02100103>不好意思，突然聯絡你。
54,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_007,（-斯菲恩-）我覺得我能幫上忙，<hex:02100103>所以來永護塔外面轉了轉……<hex:02100103>總覺得氣氛不太對勁。
55,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_008,（-斯菲恩-）所以想讓你也來看看……<hex:02100103>你和謝爾聊完以後，<hex:02100103>能來郊區這邊一趟嗎？
56,TEXT_KINGMI104_05367_SHALE_000_009,呵呵，你好像很搶手呢。<hex:02100103>我要去招呼一下同伴再回去，<hex:02100103>你不用管我，先去忙自己的事吧。
57,TEXT_KINGMI104_05367_SHALE_000_010,只要還有記憶，心裡的傷就永遠無法痊癒吧。<hex:02100103>不過，這樣就好……。
58,TEXT_KINGMI104_05367_SHALE_000_015,這份傷痛，是我與他們共同生活的證明。<hex:02100103>而這份痛苦，也是我活著的證明。
59,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_020,……<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>！<hex:02100103>謝謝你過來。
60,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_021,抱歉，我發現了一些不太對勁的事，<hex:02100103>想先跟你商量一下。
61,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_022,也許是我多心了，<hex:02100103>但我覺得鎮上居民的恐懼有點異常……<hex:02100103>總感覺大家的樣子有點奇怪。
62,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_023,雖然我還不了解郊區的人，<hex:02100103>但跟他們有交流的你，或許能發現什麼。
63,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_024,所以，能請你去看看大家的情況嗎？<hex:02100103>如果只是我多心了，那再好不過……。
64,TEXT_KINGMI104_05367_ORIGINALSPHENE_000_025,不是那種暴動或者痛苦，<hex:02100103>而是看不到的異常……<hex:02100103>總之，你先去確認一下吧！
65,TEXT_KINGMI104_05367_PEPOANE_000_026,這樣就行了，這樣……。
66,TEXT_KINGMI104_05367_FRIGHTNED05367_000_027,怎麼辦，再這樣下去……。
67,TEXT_KINGMI104_05367_BLACKREGULATOR05367_000_028,你、你想幹什麼……？<hex:02100103>黑色調魂器我是不會讓給你的！
68,TEXT_KINGMI104_05367_PEPOANE_000_030,哎呀，你不是斯菲恩大人的客人嗎……。<hex:02100103>原來是來了解情況的啊。
69,TEXT_KINGMI104_05367_PEPOANE_000_031,這裡和第九庇護所一樣。<hex:02100103>因為失控事件而陷入了大混亂。
70,TEXT_KINGMI104_05367_PEPOANE_000_032,不知道雷轉質機器什麼時候會失控，什麼時候會死。<hex:02100103>所以，只要註冊就能成為永久人的<hex:02100103>黑色調魂器，需求量就急劇增加了。
71,TEXT_KINGMI104_05367_PEPOANE_000_033,幸好我這裡有一份黑色調魂器，<hex:02100103>現在已經註冊成永久人了。<hex:02100103>這樣就能避免死亡……應該……。
72,TEXT_KINGMI104_05367_PEPOANE_000_034,啊，我必須祈禱。<hex:02100103>為了戰勝……死亡……無盡的黑暗…………。
73,TEXT_KINGMI104_05367_PEPOANE_000_035,我必須祈禱……。
74,TEXT_KINGMI104_05367_FRIGHTNED05367_000_040,你、你身上有黑色調魂器嗎！？<hex:02100103>聽說已經停止發放了，<hex:02100103>但是有傳言說還有備用品留了下來……！
75,TEXT_KINGMI104_05367_FRIGHTNED05367_000_041,是政府保管著嗎……？<hex:02100103>還是說在斯菲恩大人那裡！？
