key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGKW101_05380_SEQ_00,蜃景幻城的利迪爾賽爾好像遇到了什麼麻煩。
1,TEXT_KINGKW101_05380_SEQ_01,※本任務無法放棄。<hex:02100103>　如果想要放棄任務，請與利迪爾賽爾對話並選擇放棄。<hex:02100103><hex:02100103>與利迪爾賽爾進行了對話。向蜃景幻城裡的「蓋羅爾特」使用情感動作「質疑」。
2,TEXT_KINGKW101_05380_SEQ_02,質疑了蓋羅爾特。決定收集素材製作能提高乙太傳導率的觸媒。<hex:02100103>前往圖萊尤拉的商店，尋找關於「<hex:02280BFF05>Item<hex:F2B7060103>」的資訊吧。<hex:02100103>前往亞克特爾樹海，尋找經營稀有品的商人，詢問關於「<hex:02280BFF05>Item<hex:F2B7040103>」的事。<hex:02100103>「<hex:02280BFF05>Item<hex:F2B7070103>」、「<hex:02280BFF05>Item<hex:F2B7080103>」、「<hex:02280BFF05>Item<hex:F2B7090103>」可以通過能工巧匠的配方來製作。<hex:02100103>此外，也可以通過市場布告板等途徑購買。<hex:02100103><hex:024804F201F403><hex:024904F201F503>若想製作完成本任務所需的交付物，必須掌握各職業對應的《能工巧匠秘籍·第十二卷》。<hex:0249020103><hex:0248020103><hex:02100103>集齊所有5種素材後，把它們交給蜃景幻城的「蓋羅爾特」吧。
3,TEXT_KINGKW101_05380_SEQ_03,把用於提高乙太傳導率的觸媒素材交給了蓋羅爾特。在蜃景幻城的「<hex:02280CFF05>EObj<hex:F61EBED90103>」處等待多多克利完成精煉。
4,TEXT_KINGKW101_05380_SEQ_04,空魔道球上塗上觸媒後，變得更容易積蓄乙太了。接下來，在4個魔道球都散發出光芒前，積蓄乙太吧。
5,TEXT_KINGKW101_05380_SEQ_05,
6,TEXT_KINGKW101_05380_SEQ_06,
7,TEXT_KINGKW101_05380_SEQ_07,
8,TEXT_KINGKW101_05380_SEQ_08,
9,TEXT_KINGKW101_05380_SEQ_09,
10,TEXT_KINGKW101_05380_SEQ_10,
11,TEXT_KINGKW101_05380_SEQ_11,
12,TEXT_KINGKW101_05380_SEQ_12,
13,TEXT_KINGKW101_05380_SEQ_13,
14,TEXT_KINGKW101_05380_SEQ_14,
15,TEXT_KINGKW101_05380_SEQ_15,
16,TEXT_KINGKW101_05380_SEQ_16,
17,TEXT_KINGKW101_05380_SEQ_17,
18,TEXT_KINGKW101_05380_SEQ_18,
19,TEXT_KINGKW101_05380_SEQ_19,
20,TEXT_KINGKW101_05380_SEQ_20,
21,TEXT_KINGKW101_05380_SEQ_21,
22,TEXT_KINGKW101_05380_SEQ_22,
23,TEXT_KINGKW101_05380_SEQ_23,
24,TEXT_KINGKW101_05380_TODO_00,向蓋羅爾特使用「質疑」
25,TEXT_KINGKW101_05380_TODO_01,將指定的物品交給蓋羅爾特
26,TEXT_KINGKW101_05380_TODO_02,獲得<hex:02280BFF05>Item<hex:F2B7060103>
27,TEXT_KINGKW101_05380_TODO_03,獲得<hex:02280BFF05>Item<hex:F2B7040103>
28,TEXT_KINGKW101_05380_TODO_04,獲得<hex:02280BFF05>Item<hex:F2B7070103>
29,TEXT_KINGKW101_05380_TODO_05,獲得<hex:02280BFF05>Item<hex:F2B7080103>
30,TEXT_KINGKW101_05380_TODO_06,獲得<hex:02280BFF05>Item<hex:F2B7090103>
31,TEXT_KINGKW101_05380_TODO_07,在<hex:02280CFF05>EObj<hex:F61EBED90103>處待機
32,TEXT_KINGKW101_05380_TODO_08,
33,TEXT_KINGKW101_05380_TODO_09,
34,TEXT_KINGKW101_05380_TODO_10,
35,TEXT_KINGKW101_05380_TODO_11,
36,TEXT_KINGKW101_05380_TODO_12,
37,TEXT_KINGKW101_05380_TODO_13,
38,TEXT_KINGKW101_05380_TODO_14,
39,TEXT_KINGKW101_05380_TODO_15,
40,TEXT_KINGKW101_05380_TODO_16,
41,TEXT_KINGKW101_05380_TODO_17,
42,TEXT_KINGKW101_05380_TODO_18,
43,TEXT_KINGKW101_05380_TODO_19,
44,TEXT_KINGKW101_05380_TODO_20,
45,TEXT_KINGKW101_05380_TODO_21,
46,TEXT_KINGKW101_05380_TODO_22,
47,TEXT_KINGKW101_05380_TODO_23,
48,TEXT_KINGKW101_05380_LYDIRCEIL_000_001,哦，是你啊。<hex:02100103>其實啊，前線的勘探隊，<hex:02100103>好像發現了新的未知礦脈。
49,TEXT_KINGKW101_05380_LYDIRCEIL_000_002,蓋羅爾特說，如果使用那裡開採出來的素材，<hex:02100103>或許能進一步強化幻境武器。
50,TEXT_KINGKW101_05380_LYDIRCEIL_000_003,但是，目前還沒有採集到足夠的素材。<hex:02100103>勘探隊還在繼續開採。
51,TEXT_KINGKW101_05380_LYDIRCEIL_000_004,在這期間，我們必須明確下一個強化方針。<hex:02100103>否則，最後只能做出虛幻而不確定的成品。
52,TEXT_KINGKW101_05380_LYDIRCEIL_000_005,但不管我怎麼質疑蓋羅爾特，他一張口就是酒，酒，還是酒……<hex:02100103>如果你能向蓋羅爾特「質疑」，那就幫大忙了。
53,TEXT_KINGKW101_05380_SYSTEM_100_005,「古老的工匠技術」任務，<hex:02100103>無法從任務日誌中放棄。<hex:02100103>若想放棄，請與利迪爾賽爾對話。
54,TEXT_KINGKW101_05380_LYDIRCEIL_000_006,你還有其他急事嗎？<hex:02100103>如果那樣的話，就當我沒說過。
55,TEXT_KINGKW101_05380_SYSTEM_000_007,確定放棄任務「古老的工匠技術」嗎？
56,TEXT_KINGKW101_05380_LYDIRCEIL_000_010,如果你能向蓋羅爾特「質疑」，問他有沒有關於下一次武器強化方針的線索，那可就幫大忙了。
57,TEXT_KINGKW101_05380_GEROLT_000_100,要是沒有素材，本大爺也沒法做生意。<hex:02100103>所以說，我喝酒是天經地義的！
58,TEXT_KINGKW101_05380_SYSTEM_000_101,他好像以沒有素材為由，想去喝酒。<hex:02100103>向蓋羅爾特「質疑」，看看他對下一次的武器強化方針有什麼想法。
59,TEXT_KINGKW101_05380_GEROLT_000_102,什麼，你問我關於幻境武器的強化，<hex:02100103>有沒有什麼主意？
60,TEXT_KINGKW101_05380_GEROLT_000_103,可別小看本大爺！<hex:02100103>我可是連喝酒的時候，都在認真思考武器的事。
61,TEXT_KINGKW101_05380_GEROLT_000_104,關於進一步強化的好點子。<hex:02100103>那就是……
62,TEXT_KINGKW101_05380_GEROLT_000_105,……唔啊啊啊啊！<hex:02100103>我有主意的雛形，但就差那麼一點點啊！！
63,TEXT_KINGKW101_05380_GEROLT_100_105,不知為何，這次的構想比往常都要模糊……<hex:02100103>我明白了，這也是幻覺！
64,TEXT_KINGKW101_05380_LYDIRCEIL_200_105,是不是因為你一直在喝酒……？
65,TEXT_KINGKW101_05380_GEROLT_300_105,不，真的就差一點點。<hex:02100103>只要能有一點線索……
