key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGKW102_05381_SEQ_00,蜃景幻城的利迪爾賽爾，好像在反覆回味石板上的記載。
1,TEXT_KINGKW102_05381_SEQ_01,※本任務無法放棄。<hex:02100103>　如果想要放棄任務，請與蓋羅爾特對話並選擇放棄。<hex:02100103><hex:02100103>與利迪爾賽爾進行了對話。要想在魔道球中積蓄4種屬性的乙太，似乎需要經歷各種各樣的戰鬥。攻略各屬性對應的隨機任務，用乙太填滿魔道球吧。<hex:02100103><hex:02100103>綠色魔道球：隨機任務：高難度<hex:02100103>藍色魔道球：隨機任務：團隊任務<hex:02100103>紅色魔道球：隨機任務：討伐殲滅戰<hex:02100103>黃色魔道球：隨機任務：大型任務<hex:02100103><hex:02100103>使用「<hex:022811FF0A>EventItem<hex:F61E93360103>」可以直觀地確認當前的乙太積蓄量。
2,TEXT_KINGKW102_05381_SEQ_02,將積蓄了4種屬性乙太的魔道球交給了蓋羅爾特。他似乎掌握了屬性壓縮鍛造法，工匠能力得到了提升。接下來，終於要挑戰強化幻境武器了。
3,TEXT_KINGKW102_05381_SEQ_03,
4,TEXT_KINGKW102_05381_SEQ_04,
5,TEXT_KINGKW102_05381_SEQ_05,
6,TEXT_KINGKW102_05381_SEQ_06,
7,TEXT_KINGKW102_05381_SEQ_07,
8,TEXT_KINGKW102_05381_SEQ_08,
9,TEXT_KINGKW102_05381_SEQ_09,
10,TEXT_KINGKW102_05381_SEQ_10,
11,TEXT_KINGKW102_05381_SEQ_11,
12,TEXT_KINGKW102_05381_SEQ_12,
13,TEXT_KINGKW102_05381_SEQ_13,
14,TEXT_KINGKW102_05381_SEQ_14,
15,TEXT_KINGKW102_05381_SEQ_15,
16,TEXT_KINGKW102_05381_SEQ_16,
17,TEXT_KINGKW102_05381_SEQ_17,
18,TEXT_KINGKW102_05381_SEQ_18,
19,TEXT_KINGKW102_05381_SEQ_19,
20,TEXT_KINGKW102_05381_SEQ_20,
21,TEXT_KINGKW102_05381_SEQ_21,
22,TEXT_KINGKW102_05381_SEQ_22,
23,TEXT_KINGKW102_05381_SEQ_23,
24,TEXT_KINGKW102_05381_TODO_00,積蓄魔道球的乙太<hex:02100103>與蜃景幻城的蓋羅爾特對話
25,TEXT_KINGKW102_05381_TODO_01,
26,TEXT_KINGKW102_05381_TODO_02,
27,TEXT_KINGKW102_05381_TODO_03,
28,TEXT_KINGKW102_05381_TODO_04,
29,TEXT_KINGKW102_05381_TODO_05,
30,TEXT_KINGKW102_05381_TODO_06,
31,TEXT_KINGKW102_05381_TODO_07,
32,TEXT_KINGKW102_05381_TODO_08,
33,TEXT_KINGKW102_05381_TODO_09,
34,TEXT_KINGKW102_05381_TODO_10,
35,TEXT_KINGKW102_05381_TODO_11,
36,TEXT_KINGKW102_05381_TODO_12,
37,TEXT_KINGKW102_05381_TODO_13,
38,TEXT_KINGKW102_05381_TODO_14,
39,TEXT_KINGKW102_05381_TODO_15,
40,TEXT_KINGKW102_05381_TODO_16,
41,TEXT_KINGKW102_05381_TODO_17,
42,TEXT_KINGKW102_05381_TODO_18,
43,TEXT_KINGKW102_05381_TODO_19,
44,TEXT_KINGKW102_05381_TODO_20,
45,TEXT_KINGKW102_05381_TODO_21,
46,TEXT_KINGKW102_05381_TODO_22,
47,TEXT_KINGKW102_05381_TODO_23,
48,TEXT_KINGKW102_05381_GEROLT_000_001,我看過那老頭帶來的石板記載了，<hex:02100103>用於「屬性壓縮鍛造法」的準備萬無一失。<hex:02100103>剩下的就是往魔道球裡積蓄乙太了。
49,TEXT_KINGKW102_05381_LYDIRCEIL_000_010,再次感謝你辛苦收集素材。<hex:02100103>接下來，終於要進入給魔道球積蓄乙太的工序了。
50,TEXT_KINGKW102_05381_LYDIRCEIL_000_011,我從檔案官那裡拿到石板看了看，<hex:02100103>上面寫著高純度的乙太會在戰鬥中凝聚。<hex:02100103>所以，你可以在前線勘探的時候順便積蓄嗎？
51,TEXT_KINGKW102_05381_GEROLT_000_012,不，這座島上的乙太流動不穩定，<hex:02100103>應該不適合魔道球積蓄乙太。<hex:02100103>你最好去別處。
52,TEXT_KINGKW102_05381_GEROLT_000_013,乾脆不要固定在一個地方，<hex:02100103>抱著聽天由命的心態，在各處轉戰吧。
53,TEXT_KINGKW102_05381_Q1_000_000,你想說什麼？
54,TEXT_KINGKW102_05381_A1_000_001,放馬過來吧
55,TEXT_KINGKW102_05381_A1_000_002,只要多參加一些活動，就能自然而然地積蓄起來吧？
56,TEXT_KINGKW102_05381_GEROLT_000_015,對你來說，已經習慣了吧？<hex:02100103>如果抱著這種積極的心態去做的話，<hex:02100103>應該很快就能完成了。
57,TEXT_KINGKW102_05381_GEROLT_000_016,沒錯，你可是冒險者啊！<hex:02100103>只要像往常一樣去冒險，<hex:02100103>總有一天會積蓄滿的！
58,TEXT_KINGKW102_05381_GEROLT_000_017,那就把這個魔道球拿好。<hex:02100103>為了方便攜帶，我把它隨便黏在了個圓盤上。<hex:02100103>就叫它「<hex:022811FF0A>EventItem<hex:F61E93360103>」吧。
59,TEXT_KINGKW102_05381_GEROLT_000_018,每個魔道球積蓄了多少乙太，<hex:02100103>你自己拿起來看就能知道了。
60,TEXT_KINGKW102_05381_SYSTEM_000_019,攻略各種隨機任務，<hex:02100103>對應的屬性乙太就會在魔道球中積蓄。
61,TEXT_KINGKW102_05381_SYSTEM_100_019,當前的進度，<hex:02100103>可以通過使用任務道具「<hex:022811FF0A>EventItem<hex:F61E93360103>」來<hex:02100103>確認。
62,TEXT_KINGKW102_05381_SYSTEM_000_020,每天地球時間能夠獲得更多的乙太，<hex:02100103>所以積極去挑戰副本吧！
63,TEXT_KINGKW102_05381_SYSTEM_100_020,但是，如果你在承接任務前就攻略了隨機任務，<hex:02100103>並且已經獲得了當天的獎勵，那就無法獲得額外獎勵。<hex:02100103>獎勵在每天地球時間<hex:0206020103><hex:020814E0DB0DFF07>下午<hex:FF07>上午<hex:03><hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0102030405060708090A0B0C03><hex:0103>點重置。
64,TEXT_KINGKW102_05381_SYSTEM_000_021,若想開啟「隨機任務：大型任務」，<hex:02100103>必須開啟2個以上對應的副本。
65,TEXT_KINGKW102_05381_SYSTEM_000_022,舉個例子，只要推進九號解決方案真唯大道的<hex:02100103>「牧人禮帽的男子」發布的任務，<hex:02100103>就可以解鎖相關副本。
66,TEXT_KINGKW102_05381_SYSTEM_000_023,此外，任務「蘊含屬性之力的魔道球」，<hex:02100103>無法從任務日誌中放棄。<hex:02100103>若想放棄，請與蓋羅爾特對話。
67,TEXT_KINGKW102_05381_LYDIRCEIL_000_025,要想高效地為魔道球積蓄乙太，<hex:02100103>似乎只需要一直進行各種戰鬥就好。<hex:02100103>你對此應該有所了解吧？
