key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGKW103_05382_SEQ_00,<hex:024804F201F603><hex:024904F201F703>特殊規則： 職業固定<hex:0249020103><hex:0248020103><hex:02100103>蜃景幻城的利迪爾賽爾，似乎想要開始強化幻境武器。
1,TEXT_KINGKW103_05382_SEQ_01,※本任務有「<hex:024804F201F603><hex:024904F201F703><hex:0249020103><hex:0248020103>職業固定」<hex:02100103>的設定。<hex:02100103>只能以承接任務時的職業繼續進行。<hex:02100103><hex:02100103>與利迪爾賽爾進行了對話。收集3個「<hex:02280BFF05>Item<hex:F2B7020103>」，並在持有「幻境武器」的狀態下，將其交給蜃景幻城的「多多庫利」。<hex:02100103><hex:02100103>「<hex:02280BFF05>Item<hex:F2B7020103>」可以在蜃景幻城的「爾密娜」處交換。
2,TEXT_KINGKW103_05382_SEQ_02,將「<hex:02280BFF05>Item<hex:F2B7020103>」交給了多多庫利。進一步駕馭因屬性壓縮鍛造法而強化的幻境武器吧。
3,TEXT_KINGKW103_05382_SEQ_03,
4,TEXT_KINGKW103_05382_SEQ_04,
5,TEXT_KINGKW103_05382_SEQ_05,
6,TEXT_KINGKW103_05382_SEQ_06,
7,TEXT_KINGKW103_05382_SEQ_07,
8,TEXT_KINGKW103_05382_SEQ_08,
9,TEXT_KINGKW103_05382_SEQ_09,
10,TEXT_KINGKW103_05382_SEQ_10,
11,TEXT_KINGKW103_05382_SEQ_11,
12,TEXT_KINGKW103_05382_SEQ_12,
13,TEXT_KINGKW103_05382_SEQ_13,
14,TEXT_KINGKW103_05382_SEQ_14,
15,TEXT_KINGKW103_05382_SEQ_15,
16,TEXT_KINGKW103_05382_SEQ_16,
17,TEXT_KINGKW103_05382_SEQ_17,
18,TEXT_KINGKW103_05382_SEQ_18,
19,TEXT_KINGKW103_05382_SEQ_19,
20,TEXT_KINGKW103_05382_SEQ_20,
21,TEXT_KINGKW103_05382_SEQ_21,
22,TEXT_KINGKW103_05382_SEQ_22,
23,TEXT_KINGKW103_05382_SEQ_23,
24,TEXT_KINGKW103_05382_TODO_00,
25,TEXT_KINGKW103_05382_TODO_01,
26,TEXT_KINGKW103_05382_TODO_02,
27,TEXT_KINGKW103_05382_TODO_03,
28,TEXT_KINGKW103_05382_TODO_04,
29,TEXT_KINGKW103_05382_TODO_05,
30,TEXT_KINGKW103_05382_TODO_06,
31,TEXT_KINGKW103_05382_TODO_07,
32,TEXT_KINGKW103_05382_TODO_08,
33,TEXT_KINGKW103_05382_TODO_09,
34,TEXT_KINGKW103_05382_TODO_10,
35,TEXT_KINGKW103_05382_TODO_11,
36,TEXT_KINGKW103_05382_TODO_12,
37,TEXT_KINGKW103_05382_TODO_13,
38,TEXT_KINGKW103_05382_TODO_14,
39,TEXT_KINGKW103_05382_TODO_15,
40,TEXT_KINGKW103_05382_TODO_16,
41,TEXT_KINGKW103_05382_TODO_17,
42,TEXT_KINGKW103_05382_TODO_18,
43,TEXT_KINGKW103_05382_TODO_19,
44,TEXT_KINGKW103_05382_TODO_20,
45,TEXT_KINGKW103_05382_TODO_21,
46,TEXT_KINGKW103_05382_TODO_22,
47,TEXT_KINGKW103_05382_TODO_23,
48,TEXT_KINGKW103_05382_GEROLT_000_001,我一直以來都在鍛鍊武器，<hex:02100103>但像這樣強化自己還是第一次。<hex:02100103>我現在感覺能進一步強化幻境武器了！
49,TEXT_KINGKW103_05382_SYSTEM_000_005,你沒有持有或裝備「<hex:02280AFF05>Item<hex:E8020103>」及<hex:02100103>「<hex:02280AFF05>Item<hex:E8030103>」，則無法承接「強化幻境武器」任務。
50,TEXT_KINGKW103_05382_SYSTEM_000_006,你沒有持有或裝備「<hex:02280AFF05>Item<hex:E8020103>」，<hex:02100103>則無法承接「強化幻境武器」任務。
51,TEXT_KINGKW103_05382_LYDIRCEIL_000_010,好了，現在作業環境已準備就緒。<hex:02100103>接下來終於要強化幻境武器了。
52,TEXT_KINGKW103_05382_SYSTEM_000_011,在任務「強化幻境武器」中獲得的武器，<hex:02100103>將為你當前職業「<hex:020837E3E94509FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF1E><hex:02081AE1E94513FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF01><hex:03><hex:03>」所使用的武器。<hex:02100103>要以「<hex:020837E3E94509FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF1E><hex:02081AE1E94513FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF01><hex:03><hex:03>」承接「強化幻境武器」任務嗎？
53,TEXT_KINGKW103_05382_Q1_000_000,要強化「<hex:020837E3E94509FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF1E><hex:02081AE1E94513FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF01><hex:03><hex:03>」的武器嗎？
54,TEXT_KINGKW103_05382_A1_000_001,再考慮一下
55,TEXT_KINGKW103_05382_A1_000_002,強化「<hex:020837E3E94509FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF1E><hex:02081AE1E94513FF12><hex:02280EFF09>ClassJob<hex:E9450103><hex:FF01><hex:03><hex:03>」的武器
56,TEXT_KINGKW103_05382_SYSTEM_000_013,請切換到想要強化的武器對應的職業，<hex:02100103>再次與利迪爾賽爾對話。
57,TEXT_KINGKW103_05382_LYDIRCEIL_000_014,就連旁人都能感受到蓋羅爾特的力量增加了。<hex:02100103>你也辛苦了，真是勞苦功高啊。
58,TEXT_KINGKW103_05382_LYDIRCEIL_000_015,強化所需的「<hex:02280BFF05>Item<hex:F2B7020103>」，<hex:02100103>勘探隊也開採了足夠的量。<hex:02100103>如果要鍛造一把武器，3個應該就夠了。
59,TEXT_KINGKW103_05382_LYDIRCEIL_000_016,就和之前一樣，從羅威娜商會的爾密娜那裡拿到，<hex:02100103>然後交給多多庫利。
60,TEXT_KINGKW103_05382_GEROLT_000_020,剛開採出來就被接管，這幫傢伙還是一如既往地貪婪啊……<hex:02100103>不過放心，鍛造好的武器是屬於你的。
61,TEXT_KINGKW103_05382_LYDIRCEIL_000_025,「<hex:02280BFF05>Item<hex:F2B7020103>」集齊3個後，就交給多多庫利吧。<hex:02100103>現在的蓋羅爾特雖然幹勁十足，<hex:02100103>但肯定會嫌麻煩，不願意進行初步處理。
62,TEXT_KINGKW103_05382_SYSTEM_000_030,「<hex:02280BFF05>Item<hex:F2B7020103>」可以在<hex:02100103>蜃景幻城的「爾密娜」處交換。
63,TEXT_KINGKW103_05382_DODOKKULI_000_090,「<hex:02280BFF05>Item<hex:F2B7020103>」集齊了嗎？<hex:02100103>那麼，請將「幻境武器」從裝備欄中卸下。
64,TEXT_KINGKW103_05382_SYSTEM_100_090,交付「<hex:02280BFF05>Item<hex:F2B7020103>」後，<hex:02100103>就可以用你持有的「幻境武器」，<hex:02100103>交換一把強化過的新武器了。
